Video_ID,Teks_Komentar
MIo4tGN11j0,Ayo semangat... saya greget pada keadaan ...tp saya punya kemauan tp ngga punya power...
MIo4tGN11j0,"Sehat² ust. Felix dan kak Ray, selalu dijauhkan dari tangan² iblis berwujud manusia, dijaminkan surga terbaik disisi Allah 🤲"
MIo4tGN11j0,Wah gila iq gw nambah ini
MIo4tGN11j0,Org2 cerdas baik nya kabur ajah dlu Trus bikin lapangan krja di luar  Ajakin org2 yg cerdas lain nya Biar indonesia sepi  Agar para pejabat yg rakus makin kenyang
MIo4tGN11j0,Kenapa gw nonton sampe full😂
MIo4tGN11j0,"indonesia terang benderang serab menyilaukan, penuh cahaya silau mén.."
MIo4tGN11j0,"Mad respect for both of you, bukti nyata implikasi dari ""mencerdaskan kehidupan bangsa"", diskusi intelek semacam ini menjadi momok bagi mereka buzzer rezim etc. Stay healthy koh Ray dan ust Felix!"
MIo4tGN11j0,"Aku pengen kerja yang layak dan adil, tapi pertanyaan nya dimana? Saya gak bisa kabur kemana2.. Bagaimana cara nya keadilan itu bisa ter aplikasi di sistem sekarang, karna virus2 itu sudah menjadi kanker yang mengakar."
MIo4tGN11j0,"Now i know senjatanya tuh dengan belajar Islam, dan tahu konsep diri"
MIo4tGN11j0,"Kalo ada topik keadilan sm kesetaraan seperti yg diomongin ustadz Felix di vudeo ini tuh gak tau kenapa bikin aku jadi keinget sm Pak Anies Baswedan yang juga sering mention akan hal itu, semoga someday bisa lihat dua orang favoritku ini diskusi bareng aamiin ya Allah, btw makasih Koh Ray, selalu suka kalo nonton collab sm ustadz Felix"
MIo4tGN11j0,berawal dari dinasti
MIo4tGN11j0,"ALHAMDULILLAH, terima kasih mas Felix siaw dan raymond,,, kalian sangat patut untuk di contoh"
MIo4tGN11j0,"Iklan mulu, 🗿🗿"
MIo4tGN11j0,Ya alllah
MIo4tGN11j0,PEMAHAMAN / AQIDAH bila SESAT.......politik di bawa bawa ke AGAMA .
MIo4tGN11j0,Saatnya rakyat melek..bobroknya sistem Demokrasi.. Ayo kembali k islam kaffah
MIo4tGN11j0,Sekolah Allah selalu msnjaga antum berdua Allahumma aamiin aamiin
MIo4tGN11j0,"mas felix dan mas raymond gaskeun lah, gw yakin banyak viewer lu disni yang faham dan ngerti dari arah obrolan ini,  semangat kita bisa"
MIo4tGN11j0,Ingat negara ada di kaki tangan penguasa Si A B C
MIo4tGN11j0,"omon omon aja gak ada action, AYO MAS ACTION NYA APA AKU TUNGGU ,....DAN PASTI AKU FOLOW PLZ"
MIo4tGN11j0,Beda banget rasanya denger podcast ini ketimbang di kasisolusi pas ada Koh Raymond. Ini isinya daging semua
MIo4tGN11j0,"Kalo orang yang udah percaya dan yakin. Mereka bukan takut mati, Tapi takut mati sia-sia.  - Raymond"
MIo4tGN11j0,🎉🎉🎉
MIo4tGN11j0,Aku milih kabur aja dulu ya Krn mmng ngga puas SM keadaan di Indonesia buat cari kerja susah gajinya minim.apalagi buat aku yg berpendidikan rendah dan SDH menikah SDH berumur.kerja di LN gaji 1 BLN kalau kerja di Indonesia kerja 6bln 🤣🤣.kabur aja dulu demi kehidupanku masa depan anakku yg layak
MIo4tGN11j0,keren pola pikirnya . good
MIo4tGN11j0,"Ilmu pendidikan formal yg y begini hasilnya, merasa bisa memperbaiki keadaan, bahkan mahkluk, mengerikan ilmu2 formal begini, mereka hanya merasa bisa padahal faktanya yg merusak peradaban ialah orang2 yg berilmu (ilmu pendidikan formal) Indonesia sekarang adalah hasil produk pendidikan formal"
MIo4tGN11j0,"Ustad Felix pernah jadi santri gak si, maaf ustad hanya bertanya🙏"
MIo4tGN11j0,"Mulai aja dari diri sendiri masing-masing, adil sama diri sendiri adil sama lingkungan sekitar, adil sama sesama makhluk ciptaan😇"
MIo4tGN11j0,"Gw yakin hal2 hebat yang kalian lakukan yang tulus untuk Indonesia, meskipun nggak akan membuat perubahan banyak , tapi dari perubahan2 kecil,  yang orang2 tonton disini akan jadi perubahan hebat nanti nya.  Gw ngga akan kabur, meskipun diindo memang sesulit ini. Salut bgt, meski taruhannya nyawa, kalian mempertaruhkan untuk banyak orang.  Semoga Allah SWT selalu melindungi orang2 baik🤲🤲🤲"
MIo4tGN11j0,"Bang Raymond LEBIH PANTAS DAN LEBIH LAYAK MENJADI WAKIL PRESIDEN REPUBLIK INDONESIA daripada anaknya pak jkw. Anda itu cerdas, Bang. Udah cerdas, good looking pula. 😁👍👍👍"
MIo4tGN11j0,Kedaulatan tertinggi di tangan rakyat Indonesia dr Sabang sampai Merauke !!!!!!!!!   Salam golput abadi
MIo4tGN11j0,"Setuju. Inti akar masalahnya di keadilan yang penegakannya samgat kurang di negeri ini, yang mana sebelumnya udah jadi akar masalah bertahun tahun. Thank Raymond dan Ust Felix udah diskusi soal ini. Semoga semakin banyak influencer2 yang speak up soal ini yang nantinya bikin pemerintah BENAR BENAR berbenah diri. Saya salah satu orang yang kabur aja dulu dari 2023. Sebetulnya bukannya gak bisa bekerja di Indonesia, tetapi saya merasa ruang gerak saya untuk maju terbatas karena banyaknya corrupt system di negeri ini dan membuat saya bahkan dari jaman sekolah memang udah memikirkan buat kabur aja dulu supaya mengeksplor lebih banyak hal..  Tapi semoga kedepannya Indonesia semakin baik dan hukum beneran ditegakkan seadil2nya dan pro ke kepentingan rakyat.."
MIo4tGN11j0,Selalu kereen diskusinya Raymond Chins n Ust. Felix 👍 bertambah pencerahannya..🙏
MIo4tGN11j0,"Islam adalah agama paripurna, dan soalan politik pun sudah diatur di sana. Tentunya politik untuk meriayah umat, bukan malah sebaliknya.. Saatnya umat kembali pada fitrahnya, hidup dalam tatanan aturan yang bukan hanya berorientasi pada duniawi semata, namun juga ukhrawi.. Yukk, ngaji Islam kaffah biar nggak salah kaprah dan salah arah 😉☺️"
MIo4tGN11j0,"Problem/masalah sistemik, maka solusinya sistemik juga 💯💯💯"
MIo4tGN11j0,"Misuh aja dulu adalah solusi bagus ustadz, wkwkw"
MIo4tGN11j0,"Izin info, yang kisah Di menit 19:36an bukan dari AlQur'an"
MIo4tGN11j0,"Pokoke peres rakyat,  jajah rakyat, injak rakywt, ..... salah sendiri lu pilih gua"
MIo4tGN11j0,Bagi yang punya modal  ✔️ kabur aja dulu Bagi yang gk punya modal ❌ misuh aja dulu  😂😅
MIo4tGN11j0,Pembahasan yang begini yang seharusnya viral 😊
MIo4tGN11j0,- tdak ada keadilan -
MIo4tGN11j0,Quadratic itu apa ada yg bisa bantu jawab?
MIo4tGN11j0,mulyono harus tanggung jawab di dunia dan akhirat
MIo4tGN11j0,"suka banget bila dengar ""80persen adalah data."". tapi tidak sesuai realitas😅"
MIo4tGN11j0,"Nyatanya dari dulu orang indonesia sangat banyak kerja di luar negri,karna kerja di indonesia khususnya kaum menengah ke bawah sangat sulit  punya sisa buat nabung dari hasil kerja"
MIo4tGN11j0,Keren pembahasanya
MIo4tGN11j0,"Ingat kata2mu pak prabowo anda pernah bilang Indonesia bubar th 2030, sekarang anda pemimpin negeri ini, gejala Indonesia bubar sdh terlihat= korupsi dimana mana, PHK dimana mana, Indonesia gelap sudah mulai ke arah Indonesia bubar 2030"
MIo4tGN11j0,"aduh kok saya yg ngeri ya ada stafsus2nya hahahaha hahahaha.... kalau 2 orang cerdas ngomong emang beda ya, semoga kita semua istiqomah aamiinnnnn"
MIo4tGN11j0,"Memang Secara Fakta banyak orang sudah tahu, dan itu sudah dimulai dari zaman SBY, kalau hukum di indonesia itu lemah.  Hukum hanya membela yg bayar, dan sebagai alat politik. Tumpul ke orang kaya, kotuptor, pejabat tapi tajam ke rakyat kecil dan orang miskin.  Tapi anda bung remond hanya berani menyindir, indonesia gelap..emang pejabat dan koruptor dengan disindir sudah bisa sadar.  Kita rakyat kecil butuh generator utk membasmi para pejabat nakal dan koruptor, tidak usah banyak ngomong, jika ada hukum yg tidak berkeadilan langsung aja koordinasi kan demo besar2an. Misalnya nih..  1. Kasus Sambo memang viral, tapi awalnya vonis mati dan dirubah vonis seumur hidup ya pada diam. Dimana kamu bung remond yg kritis, dimana mahasiswa yg kritis.. Padahal kasus sambo itu bisa menyeret konsorsium judol yg melibatkan banyak jendral.. Kenapa kalian bisu semua, kenapa mahasiswa bisanya hanya menyalahkan presiden yg belum ketemu kasus korupsi dan kejahatannya..yg nyata2 sudah diadili dan tidak adil pada diam saja..siallll.  Tahu gak kasus sambo yg didiamkan akan memicu kejahatan selanjutnya, penjara seumur hidup diindinesia sama dengan kebebasan seumur hidup.. Penjara adalah milik para pejabat dan borjuis, dan bukan rahasia umum bahwa statusnya dipenjara tapi bisa keluyuran ke mana2.  2. Kasus novi setyanto Ketua DPR korup..apa yg dilakukan mahasiswa? Apakah demo besar2an? Demo besar 2an saya lihat hanya di kasus ahok yg terkesan dipolitisir.   3. Undang2 perampasan aset tidak  disahkan.  Apakah ada demo besar2an... Siall.. Kampret.. Gak ada..beraninya cuma ngomong indonesia gelap.. Tapi kejahatan dan ketidak adilan dibiarkan saja..  IBARAT KASARNYA NIH..: bung remond dan mahasiswa kritis: kalau ada maling didepan mata hanya melihat dan tidak berani nagkap atau gebukin, tapi jika malingnya udah lari.. Baru teriak... Malaing... Maling... Maling... Sialll..apa ada semua mau jadi pemuda2 lemah dalam cerita sejarah indonesia..  Saya belum subcribe karena, saya belum percaya dengan generasi muda saat ini.. Nyalinya ciut dan cengeng.. Beranianya cuma teriak2 aja.."
MIo4tGN11j0,"Bung raymond ini ingin mencerdaskan orang indonesia dan mayoritas mudah teroengaruh, saran saya dan sekalian diperbaiki: 1. Pakai bahasa sederhana.  2. Speed video dan tampilan gambar terlalu cepat, tempo bicara juga terlalu cepat.  3. Menjelaskan gambar harus rinci penjelasannya.  Untuk menjadi guru yg bicaranya mudah dipahami oleh semua tingkat strata pendidikan harus mengukuti tempo minimal sedang.  Tempo anda terlalu cepat, memang video itu bisa diperlambat, tapi kadang untuk menarik perhatian subcriber baru, harus tekesan gampang dipahami diawal, dan kalau sudah paham akan menonoton semua video anda.."
MIo4tGN11j0,Orang yg kerja di luar negeri kan menyumbang devisa negara juga jadi letak ga Nasionalisnya dimana?
MIo4tGN11j0,Sefrekuensi
MIo4tGN11j0,Sebaiknya jangan kabur dulu. Lawan aja dulu. Karena jumlahnya yg tak puas kan sebetulnya banyak. Maka LAWAN AJA DULU.
MIo4tGN11j0,"gue suka ini, memberikan pencerahan."
MIo4tGN11j0,"Orang pintar (1)  kalah sama orang yg memiliki (2) uang, koneksi kedalam, dan muka tembok., lihat saja hasil test PTN, CPNS dll. Mereka yg secara akademis memiliki potensi terbaik justru kalah sama orang² dipoint kedua. Org pintar disingkirkan dg berbagai alasan yg bahkan sgt tdk logis dan sangat² deskriminatif misalnya saja TB kurang 0.5 cm, sekalipun lu pintar dan potensial akan ttp disingkirkan. Jadilah negara ini dipimpin oleh mereka yg memiliki IPK rendah atau bahkan dari kampus mana ia memperoleh ijazahnya saja patut dipertanyakan 😂"
MIo4tGN11j0,"Di indo pungli dimana 2, semrawut 😢"
MIo4tGN11j0,Gelap gempita
MIo4tGN11j0,Seandainya di Indonesia ini di kontrol sosial medianya mana yg edukasi yg bisa merubah mensetnya ketimbang tontonan orang gak but tidak ada ide atau mengedukasi
MIo4tGN11j0,Benar sekali inti masalah Indonesia adalah tidak adanya kepastian keadilan di semua aspek kehidupan
MIo4tGN11j0,"#kaburduluaja ganti dengan #hijrahduluaja,"
MIo4tGN11j0,Kalau hukum tidak berjln semestinya hukum semua gk akan berubah .benar kata ustadz keadilan klu itu belum terjadi maka akan selamanya indonesia begini2 aja mungkin tambah buruk
MIo4tGN11j0,Gabisa ngomong apa2 cuma mau kasih emot ini aja deh🔥🔥🔥
MIo4tGN11j0,"Semoga Allah melindungi generasi muda dan rakyat Indonesia dan muslimin muslimat di seluruh dunia dari kesulitan, semakin gelap   akan datangnya fajar kebangkitan Islam agar semua sejahtera  InsyaAllah Alhamdulillah Aamiin Allohumma Aamiin ❤"
MIo4tGN11j0,Salam hormat buat ko fellix
MIo4tGN11j0,Bangga dengan Jokowi OCCRP
MIo4tGN11j0,58% kemenangan Fufufafa... hehehe hehehe hehehe hehehe
MIo4tGN11j0,Ini mah diskusi level beberapa buku perpustakaan alexandria😂
MIo4tGN11j0,80 % kepuasan rekayasa...
MIo4tGN11j0,"Pernahkah mendengar fenomena Tan Malaka? Kabur aja dulu..berjuang di negeri manca, tragis.. pulang"" tewas di negeri yg diperjuangkn utk kemerdekaan dr penjajahan. Tewas ditembak mati oleh tentara republik..bukan belanda"
MIo4tGN11j0,Kombinasi intp(Siauw) dan intj(chin)
MIo4tGN11j0,Mau kabur kemana..? Singapura-kah atau ke Beijing minta *suaka politik*..
MIo4tGN11j0,TIDAK TER EDOKASI
MIo4tGN11j0,"Anime Chi banget si.. Gak takut mati, tapi takut mati sia2"
MIo4tGN11j0,"Enak banget ya liat komenan disini, penuh dengan orang-orang yg melek politik dan juga keliatan teredukasi. Gue ngomen di ig yt postingan ny 3 pilar sby, Jokowi, Prabowo lagi nyanyi bareng. Terus gue bilang wah lihatlah ekspresi kebahagiaan yang ditunjukkan orang-orang di video ini sungguh berbeda sekali dengan apa yang gue liat di masyarakatnya. Behh langsung disangka buzzer😂 disuruh kerja lah, makannya kerja. Lah dikira kerjaan gue cuman ngetik sambil rebahan doang apa. Gue sadar dah sekacau itu pola pikir mereka, mereka semua ngiranya idup mereka baik-baik aja dan Indonesia dari dulu baik-baik aja🔥🔥🔥"
MIo4tGN11j0,Bang Felix & Raimond  adalah sosok yang ingin membangun Dunia yg adil dan beradab untuk kehidupan manusia yg setara
MIo4tGN11j0,Aku klau misal kenegara arab atau mlysia mau
MIo4tGN11j0,"kalo ada pemerintah ngatain TKI ga nasionalis tp masih berharap devisa, itu another lv of comedy"
MIo4tGN11j0,"saya orang bodoh , , mau comment apaan di video ini udh ada semua, , 😂😂😂"
MIo4tGN11j0,"Kolose 3:23. Apapun juga yang kamu perbuat, perbuatlah dengan segenap hatimu seperti untuk Tuhan 1 dan bukan untuk manusia. Pekerjaan apa saja yang diberikan kepadamu, hendaklah kalian mengerjakannya dengan sepenuh hati, seolah-olah Tuhanlah yang kalian layani, dan bukan hanya manusia."
MIo4tGN11j0,"Ada yang bisa jelasin ngak maksud dari outlier dan mediocer. Outlier + mediocer = mediocer, outlier+outlier= kuadratik"
MIo4tGN11j0,Selamatkan diri dan keluarga adalah perkara logic. Tinggalkan kerajaan dan politician kerana mereka tak akan bisa ubah situation.
MIo4tGN11j0,"Jika orang cerdas cemerlang bertemu, maka yang di omongin adalah daging semua"
MIo4tGN11j0,✊
MIo4tGN11j0,Mau banget ikut ke luar negeri tapi ga ada modal dan chanel
MIo4tGN11j0,Karena itulah ustadz Adi Hidayat telah menyiapkan 40 santri yang siap menatap masa depan tiap tahunnya..
MIo4tGN11j0,"Nonton ini bikin bertambah edukasi, dan kepintaran , + pengetahuan islam. ❤"
MIo4tGN11j0,Keren pemikiran kalian berdua...
MIo4tGN11j0,"SALFOK NIH.. koh raymond, cincinnya bagus. Perak ya?"
MIo4tGN11j0,"Saya hanya percaya 5 pejabat yang bersih, jujur, bijaksana, tegas dan berani melawan mafia di indonesia ini. Mereka adalah Basuki Tjahja Purnama (Ahok), Susi Pudjiastuti, Ignasius Jonan, Risma Tri Maharani, dan Dr Agus Terawan."
MIo4tGN11j0,"Kalo gabung mereka bakal jadi pasukan radikal gak sih? 😂 pokonya yang gak sejalan ama ""beliau"" ntar dicap radikal 😂"
MIo4tGN11j0,"Seandainya bisa kabur aja, aq pengen banget kerja di luar negeri. Gelar S1 di Indonesia ini, cuma jadi tenaga kontrak..sekarang malah dirumahkan karena efisiensi.  Tak ada pemasukan, kebutuhan harus dipenuhi, dan anak istri harus makan😢"
MIo4tGN11j0,"anjoy di upload di yutup lg yg ginian hahaha,,"
MIo4tGN11j0,"Gue… ga ada opsi buat kabur pula, keluar rumah aja ga boleh sama istri gue"
MIo4tGN11j0,PEMERINTAH INDONESIA SEPERTI PEMERINTAH DI DUNIA ONE PIECE
MIo4tGN11j0,intellectual talks
MIo4tGN11j0,Gue kemarin ke thailand aja balik indo “misuh”
MIo4tGN11j0,"""KEADILAN"" adalah sesuatu yang sangat luxurious di Indonesia,hal ini bisa tercapai apabila ""sapu"" yang dipergunakan untuk ""bersih-bersih"" sebelumnya dibersihkan dulu dengan mengunakan metode ""pembuktian terbalik"" terhadap kekayaan yang dimiliki  dan atau dilaporkan di LHKPN...."
MIo4tGN11j0,"Contoh pak BJ Habibi, dia belajar di Jerman kemudian sangat dibutuhkan di sana tapi pak Habibi milih pulang tapi di Negaranya sendiri gak diberi peluang, ya di beri peluang jadi menteri tapi bukan itu maksudnya tapi bagaimana pak Habibi itu bisa mengembangkan ilmunya seperti Jepang para profesor diberi kesempatan berkembang oleh negara, maka setelah di bom atom di dua kota, mereka bisa bangkit sampai sekarang"
MIo4tGN11j0,Allahu Akbar
MIo4tGN11j0,Allahu Akbar
MIo4tGN11j0,"Harusnya makin banyak anak muda yang seperti ini, (bukan anak muda yang dicariin kerja sama bapaknya, gaji gede kerjanya keliling keliling dowang)"
MIo4tGN11j0,Ini kelas 🌿
MIo4tGN11j0,😢
MIo4tGN11j0,Kok sekarang gua ngerasa gak ngakui kalau Wiwi dan Wowo pernah jadi pemimpin negara ya. 🤮🤮🤮
MIo4tGN11j0,Jika semua itu benar adanya...apa yang harus dilakukan?apa harus begini terus berada dalam situasi yang tidak menentu...kesenjangan makin terpampang nyata.... astagfirullah
MIo4tGN11j0,Sembako ga ketulungan naik d kalimantan
MIo4tGN11j0,"masyarakat yg baik dibutuhkan pemerintahan yg baik kebijakan pemerintah yg baik dibutuhkan masyarakat yg baik coba liat indonesia sekarang dari bawah sampe atas aja banyak mines susah mau maju nyaa,  luar negeri gak ada pedagang pinggir jalan, di indonesia banyak kalo di usir di bilang gak adil pemerintah di luar banyak dengan UMR tinggi dan syarat pekerjaan gak ribet  plus mines aja sih, kalo miskin yaa jngn nyalahin pemerintah terus, pemerintah juga cari cara buat nangaanin pejabat2 nakal"
MIo4tGN11j0,"Kabur aja dulu.bentuk frustasi rakyat kepada pemerintah,tpi pemerintah bukan ny berbenah malah nyari pembelaan"
MIo4tGN11j0,Banyak kok orang sukses dari merantau ke luar legri
MIo4tGN11j0,Keren. 2 orang cerdas
MIo4tGN11j0,"Rakyat gak butuh kata2 tapi bukti nyata, kekayaan negara adalah milik rakyat bukan pejabat!buat apa kementerian tenaga kerja jika tidak mampu menyediakan lapangan kerja untuk warga nya? jangan sampai rakyat menderita lalu menyalahkan takdir tuhan"
MIo4tGN11j0,"Rakyat mah udh ngasih pajak ke negara bhkn penjual aja sepi msh di kejar2 pajak.nah pejabat udh ngasih apa ke negara dan rakyat???pdhl mkn dan gaji  dr pajak, apa2 smua dr pajak."
MIo4tGN11j0,Top
MIo4tGN11j0,tolong yang bagian meme pebajat dishare dong mau liat juga
MIo4tGN11j0,Seru banget dengerin orang2 cerdas saling berdiskusi
MIo4tGN11j0,Pembahasannya kerren🎉
MIo4tGN11j0,"Dulu aja chindo pada dukung pemerintahan Pak jokowi sejak periode 2014, sampai bela mati2an... sekarang 10th berjalan gimana KENYATAANNYA ????😂😂😂"
MIo4tGN11j0,26:33 ray bilang apa ?
MIo4tGN11j0,18:50 Wah.. kenapa yak? Pas denger part ini rasanya tiba2 pen nangis :'l
MIo4tGN11j0,"19:37 nancep kali ceritanya, bukan di ceritanya, tapi ke akhir dari cerita itu impact nya apa ❤‍🔥"
