Video_ID,Teks_Komentar,sentiment
MIo4tGN11j0,Mau kabur kemana..? Singapura-kah atau ke Beijing minta *suaka politik*..,Netral
MIo4tGN11j0,"Enak banget ya liat komenan disini, penuh dengan orang-orang yg melek politik dan juga keliatan teredukasi. Gue ngomen di ig yt postingan ny 3 pilar sby, Jokowi, Prabowo lagi nyanyi bareng. Terus gue bilang wah lihatlah ekspresi kebahagiaan yang ditunjukkan orang-orang di video ini sungguh berbeda sekali dengan apa yang gue liat di masyarakatnya. Behh langsung disangka buzzer😂 disuruh kerja lah, makannya kerja. Lah dikira kerjaan gue cuman ngetik sambil rebahan doang apa. Gue sadar dah sekacau itu pola pikir mereka, mereka semua ngiranya idup mereka baik-baik aja dan Indonesia dari dulu baik-baik aja🔥🔥🔥",Netral
MIo4tGN11j0,Aku klau misal kenegara arab atau mlysia mau,Netral
MIo4tGN11j0,"kalo ada pemerintah ngatain TKI ga nasionalis tp masih berharap devisa, itu another lv of comedy",Positif
MIo4tGN11j0,Mau banget ikut ke luar negeri tapi ga ada modal dan chanel,Netral
MIo4tGN11j0,"Seandainya bisa kabur aja, aq pengen banget kerja di luar negeri. Gelar S1 di Indonesia ini, cuma jadi tenaga kontrak..sekarang malah dirumahkan karena efisiensi.  Tak ada pemasukan, kebutuhan harus dipenuhi, dan anak istri harus makan😢",Positif
MIo4tGN11j0,"Gue… ga ada opsi buat kabur pula, keluar rumah aja ga boleh sama istri gue",Negatif
MIo4tGN11j0,PEMERINTAH INDONESIA SEPERTI PEMERINTAH DI DUNIA ONE PIECE,Netral
MIo4tGN11j0,"Contoh pak BJ Habibi, dia belajar di Jerman kemudian sangat dibutuhkan di sana tapi pak Habibi milih pulang tapi di Negaranya sendiri gak diberi peluang, ya di beri peluang jadi menteri tapi bukan itu maksudnya tapi bagaimana pak Habibi itu bisa mengembangkan ilmunya seperti Jepang para profesor diberi kesempatan berkembang oleh negara, maka setelah di bom atom di dua kota, mereka bisa bangkit sampai sekarang",Netral
MIo4tGN11j0,"Harusnya makin banyak anak muda yang seperti ini, (bukan anak muda yang dicariin kerja sama bapaknya, gaji gede kerjanya keliling keliling dowang)",Netral
MIo4tGN11j0,Kok sekarang gua ngerasa gak ngakui kalau Wiwi dan Wowo pernah jadi pemimpin negara ya. 🤮🤮🤮,Netral
MIo4tGN11j0,"masyarakat yg baik dibutuhkan pemerintahan yg baik kebijakan pemerintah yg baik dibutuhkan masyarakat yg baik coba liat indonesia sekarang dari bawah sampe atas aja banyak mines susah mau maju nyaa,  luar negeri gak ada pedagang pinggir jalan, di indonesia banyak kalo di usir di bilang gak adil pemerintah di luar banyak dengan UMR tinggi dan syarat pekerjaan gak ribet  plus mines aja sih, kalo miskin yaa jngn nyalahin pemerintah terus, pemerintah juga cari cara buat nangaanin pejabat2 nakal",Netral
MIo4tGN11j0,"Kabur aja dulu.bentuk frustasi rakyat kepada pemerintah,tpi pemerintah bukan ny berbenah malah nyari pembelaan",Positif
MIo4tGN11j0,"Rakyat gak butuh kata2 tapi bukti nyata, kekayaan negara adalah milik rakyat bukan pejabat!buat apa kementerian tenaga kerja jika tidak mampu menyediakan lapangan kerja untuk warga nya? jangan sampai rakyat menderita lalu menyalahkan takdir tuhan",Positif
MIo4tGN11j0,"Rakyat mah udh ngasih pajak ke negara bhkn penjual aja sepi msh di kejar2 pajak.nah pejabat udh ngasih apa ke negara dan rakyat???pdhl mkn dan gaji  dr pajak, apa2 smua dr pajak.",Positif
MIo4tGN11j0,"Dulu aja chindo pada dukung pemerintahan Pak jokowi sejak periode 2014, sampai bela mati2an... sekarang 10th berjalan gimana KENYATAANNYA ????😂😂😂",Netral
MIo4tGN11j0,Thanks ya bro. Makasih udah jadi gardu depan. Makasih udah tetap setia sama rakyat untuk Indonesia lebih baik. Gw yang pernah berkarir politik di masa muda dan cabut karena lihat kekotoran dibalik itu merasa tergugah. Hati yang Apatis ini pengen berteriak dan bilang.  Makasih. I stand with you😊,Netral
MIo4tGN11j0,"Sejak tahun 82 banyak teman yang dapat beasiswa luar mereka hingga tua kini menetap di LN meskipun tetap WNI. teman ex rektor UGM pulang ke Indonesia malah ga punya jabatan, sebelum ke US dia seorang dekan pulang dosen biasa begitu juga dengan pak Sofyan yg terakhir jadi rektor UGM di era Habibie.",Netral
MIo4tGN11j0,Aku aja dah kabur karna dinegaraku sendiri tidak merasakan kemakmuran,Positif
MIo4tGN11j0,"Nah bener ketika kita udah ga punya pilihan mau bertahan tapi tidak ada solusi mau kabur aja dulu tapi tidak mampu ujung ujung nya stuck, saya baru resign karena ya kerja dapat 12 jam kadang lebih gaji 50ribu perhari. Pingin nya cari yang lebih baik udah apply di beberapa tempat tapi sudah kepanggil satu tapi gagal di terima karena kurang tinggi dan mata aku minus (berkaca mata) dengan lulusan smk aku tidak berharap lebih mau nyari kerja sesusah itu dengan tinggi badan yang rendah. Apalagi sekarang ada tanggungan jadi nya bingung arah nya gimana.",Netral
MIo4tGN11j0,"Keadilan, quality of life, susahx bangun bisnis krn regulasi yg mbulet dan ruwet hal"" itulah yg membuat orang"" memutuskan perubahan secara individu. Lha wong nunggu pemerintah melakukan perubahan yg ada bukan menjadi lebih haik tp makin buruk dan terpuruk.",Positif
MIo4tGN11j0,ini omongan cerdas... dan para cerdas Indonesia saat ini di bully.. oleh penguasa negara yang mempertahankan kekuasaan dengan menggunakan buzzerp sejak si super licik joko widodo yg juga si penipu berijazah palsu..,Positif
MIo4tGN11j0,2014 melek politik smpe skrg cara curang para iblis sama,Netral
MIo4tGN11j0,"sedang menunggu ketua membuka forum, dimana isinya pembahasan indonesia berkelanjutan tentang masa depan negara ini, dan sama² mengkawal kesejahteraan rakyat, sekali lagi saya menunggu ketua yg mau membuat aksi atau forum tentang diatas, saya siap dan yakin maju bersama² mengukir sejarah baru. karna tiap 1 detik sebelumnya adalah sejarah😢",Netral
MIo4tGN11j0,"Betul kepuasan pada pemerintah  itu 80%, tapi khusus untuk para pejabat terutama para mentrinya.",Netral
MIo4tGN11j0,Negara ini memeras orang kaya dan memperalat orang miskin 😅bener gk sih ?,Netral
MIo4tGN11j0,"Jaman pra kemerdekaan, orang2 yg sekolah keluar negeri, pulang memperjuangkan kemerdekaan dg cara yg lebih strategik.",Netral
MIo4tGN11j0,Logikanya sih bener survei 80% kenapa pada kabur aja dulu.😂😂😂,Positif
MIo4tGN11j0,KABUR AJA DULU KE YORDANIA...  kali aja balik2 minimal jadi KADES lahhh.. 😊..,Positif
MIo4tGN11j0,"Endingnya adalah harapan kita bersama, Ustadz Felix dan Ko Raymond, kalian sudah ada bekal punya 'nama', punya wadah yang lumayan besar untuk menyampaikan aspirasi dan memulai 'pergerakan' lewat channel kalian. Pliss kuat-kuat ya kalian - kita juga, untuk berada di barisan rakyat (semoga nggak kena kayak yang lainnya 😅, karena dijadiin stafsus endingnya jadi nggak bisa netral dan bersuara lantang mengkritik yang harus dikritik iykwim, wkwk). Last but not least “kalau mau hidup susah, ayo kita fight bareng” Bismillah yuk!",Netral
MIo4tGN11j0,Kebenaran adalah kejahatan yang nyata bagi pemerintah,Positif
MIo4tGN11j0,"Keadilan terutama maraknya kejahatan malam yang hukumanya masih ringan sumpah kita masih bisa tahan karna masalah ekonomi tapi kita gabisa tahan dengan kejahatan kaya gengster ,begal yang hukumanya masih lemah sumpaaaah ,kita udah terbiasa hidup sengsara tapi kita cuman butuh rasa aman doang dalam hidup di negara sendiri,.",Positif
MIo4tGN11j0,"BUTUH PEMBANDING untuk merasakan indahnya berada dalam situasi daily life nyaman, kepastian hukum yang adil, keamanan, untuk bisa membuat kita complain dengan apa yang kita rasakan di Indonesia SAAT INI.  dan BUTUH KECERDASAN untuk menganalisa bahwa seharusnya kita sebagai rakyat di negri yang kaya, BERHAK DAPAT YANG LEBIH BAIK.  masalahnya di Indonesia, yg punya kesempatan untuk mencicipi pembanding dan punya kecakakapan ilmu untuk menagih haknya NGGAK BANYAK. semua penderitaan dianggap lumrah, BLT dianggap berkah dan yang complain dianggap BERISIK. Menyedihkan sebetulnya, kita cinta negerinya, tp negeri yang mayoritas rakyatnya dibuat bodoh dan dibuat gabisa membandingkan ini, seperti dikerdilkan situasi.",Positif
MIo4tGN11j0,Mudah mudahan hanya modal ngomong doang negara ini bisa adil dan makmur.,Netral
MIo4tGN11j0,"sorry, gw lebih kecewa dengan pemilih 2014 dan 2019. dulu gw di kata2in orang sdm rendah, orang ini itu. skrg kalian baru sadar dan menyalahkan pemerintah baru.   SALAHIN DIRI LU YANG MILIH DIA DULU. INI SEMUA GARA2 KALIAN.",Positif
MIo4tGN11j0,Keren ❤ lanjutkan perjuangan kalian . Saya resah dengan keadaan kita disini tp saya juga salah satu yg gk bs kabur dr sini. Sya hanya bs bantu doa  smoga kalian berdua selalu dlm lindungan Allah. Amin ya rabbal alamin,Netral
MIo4tGN11j0,"Bang Raymond.....fenomena kabur aja dulu kok aku berfikir nya ini penarikan productive people oleh negara-negara depopulasi seperti eropa, jepang dll (kejauhan ya mikir nya🤔), jadi fenomena ini kaya yang di goreng sama mereka yang butuh orang-orang produktif, buktinya duta besar Jepang gercep banget merespon fenomena ini.  Saya pun sangat tidak suka dengan kondisi negara kita saat ini, tapi bukan kah sebaik nya kita semua perbaiki hal-hal yang Salah di negara ini, mungkin tidak mudah, tapi pasti bisa jika dilakukan bersama-sama, dengan cara yang baik tentunya.  Tapi kembali lagi sih, jika ingin meningkatkan taraf hidup yang lebih baik Dan satu-satunya cara adalah dengan bekerja di luar negeri ya silahkan......hanya saya Masih percaya bahwa kita Masih bisa meningkatkan taraf hidup yang lebih baik di Indonesia, kuncinya dengan ilmu.  Terakhir, doa saya tetap yang terbaik untuk Indonesia Dan pemuda pemudi nya serta seluruh rakyat Indonesia, semoga juga pejabat-pejabat yang dzalim segera bertaubat.",Netral
MIo4tGN11j0,Setuju banget...kabur aja itu mungkin bisa solusi jangka pendek. Kita harus benahi semua agar anak cucu kita bisa hidup berkah,Positif
MIo4tGN11j0,Ya benar banget mempersatukan orang baik itu sulit sekali.. tapi bukan berarti tidak bisa... Terus berjuang bersama untuk mempersatukan orang baik untuk merubah sistem yang rusak di negeri ini .. fokus pada ini.. semoga Allah mudahkan kita segera bersatu untuk wujudkan sistem yang baik di negeri ini ...,Netral
MIo4tGN11j0,"Kepala Penguasa dan tangan kanannya dikonoha mirip dengan usia bokap gw dan dedek gw. Bokap gw Uda pensiun Krn sakit komplikasi. Dedek gw mash plengak plengok sana sini Krn blm pernah seuntuhnya turun tangan bekerja sepenuhnya. Basi bila keadaan sekarang sesumbar hny bisa omon omon dan janji palsu doank tp kenyataannya beda dilapangan. Pakelh ndasmu bila mau pidato bl ndasmu masih normal dengan usia begitu. Lah bokap gw jg seusia begitu malah makin bijaksana dan beretika bl diskusi bareng gw ttg sst yg isinya daging poll buat nyari solusi dipekerjaan, bukan hny omon omon omon saja tanpa logika dan etika 😂😂😂....baaaassiiii pollll, ingat umur Uda bau tanaaaah. Bolehkah Test IQ kalian dihadapan masyarakat konoha?????? 😂😂😂",Positif
MIo4tGN11j0,"Saya kurang setuju klo dibandginnya dengan turki. setau saya oposisi di turki dibungkam semua sama presiden sekarang. klo pengen sprti turki, brrti oposisi harus dibungkam dong😅. kemudian soal tagar kabur aja dlu sebenernya g ada kaitannya dengan nasionalisme, selama orang tersebut statusnya msh WNI. toh mereka yg keluar negeri jg nsgh kontribusi ke negara, salah satunya devisa. emang rada aneh aja menteri yg bilng kaburajadlu nasionalismenya dipertanyakan 😅",Netral
MIo4tGN11j0,"Kok bukan orang-orang di tayangan ini sih yg jd stafsus kepemerintahan, seenggaknya bisa menyumbang otak yg berfungsi, Barakallah ko Felix sama ko Ray",Positif
MIo4tGN11j0,Ustadz felix udah gak ingin bikin negara kilafah?,Netral
MIo4tGN11j0,"Aroo,kabur2dasar penakut,ujan  emas di negeri orang",Negatif
MIo4tGN11j0,"seandainya orang pintar gini ada di pemerintahan, jadi negara maju nih",Positif
MIo4tGN11j0,"maksud ko felix itu luhut, opung benalu dipemerintahan hati nya gelap dan busuk persis mulyono wkkwk yang terang keponakan nya",Positif
MIo4tGN11j0,"saya berharap orang-orang pintar dan cerdas di Indonesia jangan ada kabur tapi tetap tinggal di Negaranya untuk menggunakan kepintaran dan kecerdasannya untuk memperbaiki masalah yang ada di negara tercinta kita. Walaupun itu sedikit, tapi jika yang sedikit itu berkumpul maka akan jadi banyak juga",Negatif
MIo4tGN11j0,"kalau kabur aja dibilang ga nasionalis, apakabar aparat pejabat yang korup? mentri sdm rendah gak bisa bedain nasionalis ama muak",Positif
MIo4tGN11j0,"mantaf ustd felix , ketidakadilan itu yang paling nyesek buat rakyat indo, pemimpin indon haya cari gajih tinggi kerja cuman pencitraan aja ga ada buktinya, yg ada hanya proyek fiktip, hutang negara melambung rakyat tetep miskin.",Positif
MIo4tGN11j0,Saya seorang guru. Saya tidak memilih kabur aja dulu. Karena saya punya tanggung jawab atas generasi. Semoga generasi yang kubdidik menjadi warganegara yang baik.,Negatif
MIo4tGN11j0,Singapore taiwan bangun siang,Netral
MIo4tGN11j0,Sayangnya susah sekali membuat orang2 di daerah ku melek seperti kalian. Semoga aku bisa membuat pemahaman kalian sampe di sekitarku. Amin..,Netral
MIo4tGN11j0,"Banyak org pinter ehhh dimatiin harapannya, nggak difasilitasi... Ya wajarlah kalau mereka kabur, Hiduplah ditempat yang bisa menghargaimu, katanya gitu. Selama tempat itu bagus dan memberikan positif thing ke kita, kenapa nggak ya kan..",Positif
MIo4tGN11j0,"Sebenarnya kekuatan besar suatu negara itu di rakyatnya,tapi kenapa kok kita diombang ambingkan oleh pemerintah ya..? Seandainya kalo' seluruh rakyat negri ini kompak bersama sama tidak lagi membayar pajak,gimana ya nasib para pejabat² negri in,ya..?",Netral
MIo4tGN11j0,"sebenarnya bukan pemimpinnya,gini aja deh logikanya, kalian dapet jabatan di tempat yang udh ga pernah nurutin atasannya apa nanti bawahan kalian langsung berubah pas dipimpin sama kalian ?,ngga mungkin langsung dong,didalam lingkungan politik yang jelek gini maupun kita sealim alimnya kyk apa pasti kita gabisa menghindari yang namanya lingkungan toxic,nah sebenarnya yang salah bawahannya pemimpin yng udh terbiasa ga mikirin rakyat kecil, contoh aja korea selatan, pemimpinnya yang salah tpi klo punya pondasi yang kuat ga bakal ngaruh.",Netral
MIo4tGN11j0,"Selain karena pemerintahan, juga orang2nya (ya pemerintah kan juga isinya orang, hehe). Mungkin ini subjektif (lingkungan tertentu nggak seperti ini), tapi lingkungan sekitar saya bener2 annoying, suka putar musik keras2 sampe ganggu tetangga lain, punya misi besar dianggap halusinasi dan gak disupport (malah dihalang2i), ngabisin waktu buat hal bodoh setiap waktu (kalo sekedar hiburan okelah, tp bayangkan kalau 95% waktu mereka utk masukin dan ngomong hal useless)?  Tp terserah mereka sih, mau isi otak dg sampah semua saya juga gak peduli, tapi itu akhirnya yg bikin hidup di indonesia gak aman dan nyaman, beberapa orang pasti punya pemikiran pindah negara aja. Disini, punya temen minjem sesuatu gak ada itikad baik buat bertanggungjawab kok dianggap hal lumrah? What the f**k is this? Haruskah tetap tinggal di lingkungan seperti ini? Kalau ngubah 1-2 orang masih oke lah, tapi kalo sebagian besar kek gini ya ngapain, pindah aja ke eropa atau jepang, gak usah balik lagi, biarkan orang2 seperti ini tetap tertinggal, toh kemauan mereka sendiri, yang mau maju aja dihalang2i  Sorry agak emosi, ambil poin pentingnya aja, yg negatif buang & anggap itu sbg bumbu aja",Positif
MIo4tGN11j0,Tdk bisa dibayangkan bagaimana didikan guru2 ngaji koh felix..hingga dia mampu bertahan sampai sejauh ini,Netral
MIo4tGN11j0,Ngaji yang bisa menjadikan koh felix mampu bertahan sampai sejauh ini. Ngaji islam mulai akar hingga daun.,Netral
MIo4tGN11j0,"""Setiap kita yang lahir punya beban peradaban"" sungguh perlu dihighlight",Netral
MIo4tGN11j0,"Mnrtku emang gelap banget dah... coba liat itu pejabat2nya!! Tiap buat statement sll kek orng tolol.. isu soal ini aja misalnya, bilangnya ""ah yg kabur gak cinta tanah air"", atau yg lbh parah ""ya pergi aja jgn balik"" dan statement2 konyol lainnya. Dr situ aja bnr2 gelap dah nasib rakyat, kualitas pejabatnya terliat dr mulutnya.. masak seorng pejabat ngomong kek gitu soal rakyat?? Ngomong kek seenak jidad dewek, terliat jelas mereka gak peduli soal rakyat. Harusnya jk mereka pejabat yg BENAR hrsnya mikir! Ada apa ini, knp rakyat bs bnyk yg kabur, apa mslhnya.. lalu ktk dah tau mslhnya ya mencari solusinya! Lalu menghimbau rakyat utk lbh mau kerja dinegara sndri dgn solusi2 yg ada... HARUSNYA GITU. Tiap ad mslh itu kudu dicari mslhnya apa dan cari solusinya dan kerjakan.. bukan asal ngoceh tanpa ngapa2in. Bnyk loh smnjk era mulyono kualitas pejabat2 kt kek seenak jidad semua.. migor langka bilangnya ngerebus dulu, beras langka disuruh makan belalang dulu, sayur langka disuruh nanam sndri, duit makan siang gratis minim disuruh rakyat yg patungan, dan bnyk lagi..lbh parah sll berbohong kpd rakyat, dgn bilang ekonomi membaik, pekerjaan bnyk, duit bnyk dll..  Sumpah gedeg sejengkel2nya aku liat pejabat2 negara ini.. mereka sll kencari kesenangan dan keuntungan sebesar2nya sbgi pejabat tpi kerugian dan kesialan ditimpakan ke rakyat. Kan tai.",Positif
MIo4tGN11j0,"menit 14:30, pengen kabur tp ga punya modal, ga punya koneksi, nekat kabur aja malah jadi masalah baru",Netral
MIo4tGN11j0,Dulu PRABOWO 1998 juga KABUR AJA DULU ke Yordania  ! Sekarang PRABOWO jadi PRESIDEN,Netral
MIo4tGN11j0,"Kalau diluar negeri umur 70 th saja masih kerja,selagi dia kuat,persyaratan ya tak ada cuma yg penting kerja rajin dan tanggung jawab",Netral
