Video_ID,Teks_Komentar,text_normalized_temp
MIo4tGN11j0,Berbahagialah teuku firmansyah dan keluarganya yg bisa kabur duluan,berbahagialah teuku firmansyah dan keluarganya yang bisa kabur duluan
MIo4tGN11j0,"Mau ganti presiden 100x kali, Indonesia masih gelap 😂","mau ganti presiden 100x kali, indonesia masih gelap 😂"
MIo4tGN11j0,"Sistem tidak berjalan dengan baik ditambah oknum,  Tidak bisa ganti sistem,  Edukasi di ring luar dampak nya sangat kecil,  Kenapa ga coba masuk sistem dan membenahi peraturan dan berbagai hal lainnya dalam ketatanegaraan ,  Dengan gagasan inovasi representasi pemikiran koh Raymond dan ust felix untuk merubah Indonesia jadi lebih baik","sistem tidak berjalan dengan baik ditambah oknum, tidak bisa ganti sistem, edukasi di ring luar dampak nya sangat kecil, kenapa tidak coba masuk sistem dan membenahi peraturan dan berbagai hal lainnya dalam ketatanegaraan , dengan gagasan inovasi representasi pemikiran koh raymond dan ust felix untuk merubah indonesia jadi lebih baik"
MIo4tGN11j0,Yg alling dtakutin imam ali bin abi thalib itu diamnya orang baik,yang alling dtakutin imam ali bin abi thalib itu diamnya orang baik
MIo4tGN11j0,"Menurut saya ya, mau siapapun yang jadi presiden, Indonesia tuh tetep bakal kayak gini, kecuali sistem pemerintahan nya yang diubah","menurut saya ya, mau siapapun yang jadi presiden, indonesia itu tetap bakal seperti gini, kecuali sistem pemerintahan nya yang diubah"
MIo4tGN11j0,"Kabur aja dulu, minimal duitnya.. males megang rupiah","kabur saja dulu, minimal duitnya.. males megang rupiah"
MIo4tGN11j0,how do i tell my parents about i need more space than Indonesia to upgrade my own self?,how do i tell my parents about i need more space than indonesia to upgrade my own self?
MIo4tGN11j0,Wah gila iq gw nambah ini,wah gila iq saya menambah ini
MIo4tGN11j0,Org2 cerdas baik nya kabur ajah dlu Trus bikin lapangan krja di luar  Ajakin org2 yg cerdas lain nya Biar indonesia sepi  Agar para pejabat yg rakus makin kenyang,org2 cerdas baik nya kabur saja dulu terus bikin lapangan kerja di luar ajakin org2 yang cerdas lain nya biar indonesia sepi agar para pejabat yang rakus makin kenyang
MIo4tGN11j0,"indonesia terang benderang serab menyilaukan, penuh cahaya silau mén..","indonesia terang benderang serab menyilaukan, penuh cahaya silau mén.."
MIo4tGN11j0,"Mad respect for both of you, bukti nyata implikasi dari ""mencerdaskan kehidupan bangsa"", diskusi intelek semacam ini menjadi momok bagi mereka buzzer rezim etc. Stay healthy koh Ray dan ust Felix!","mad respect for both of you, bukti nyata implikasi dari ""mencerdaskan kehidupan bangsa"", diskusi intelek semacam ini menjadi momok bagi mereka buzzer rezim etc. stay healthy koh ray dan ust felix!"
MIo4tGN11j0,"Aku pengen kerja yang layak dan adil, tapi pertanyaan nya dimana? Saya gak bisa kabur kemana2.. Bagaimana cara nya keadilan itu bisa ter aplikasi di sistem sekarang, karna virus2 itu sudah menjadi kanker yang mengakar.","aku pengen kerja yang layak dan adil, tapi pertanyaan nya dimana? saya tidak bisa kabur kemana2.. bagaimana cara nya keadilan itu bisa ter aplikasi di sistem sekarang, karena virus2 itu sudah menjadi kanker yang mengakar."
MIo4tGN11j0,PEMAHAMAN / AQIDAH bila SESAT.......politik di bawa bawa ke AGAMA .,pemahaman / aqidah bila sesat.......politik di bawa bawa ke agama .
MIo4tGN11j0,Ingat negara ada di kaki tangan penguasa Si A B C,ingat negara ada di kaki tangan penguasa si a b c
MIo4tGN11j0,"Kalo orang yang udah percaya dan yakin. Mereka bukan takut mati, Tapi takut mati sia-sia.  - Raymond","kalau orang yang sudah percaya dan yakin. mereka bukan takut mati, tapi takut mati sia-sia. - raymond"
MIo4tGN11j0,Aku milih kabur aja dulu ya Krn mmng ngga puas SM keadaan di Indonesia buat cari kerja susah gajinya minim.apalagi buat aku yg berpendidikan rendah dan SDH menikah SDH berumur.kerja di LN gaji 1 BLN kalau kerja di Indonesia kerja 6bln 🤣🤣.kabur aja dulu demi kehidupanku masa depan anakku yg layak,aku milih kabur saja dulu ya karena mmng tidak puas sama keadaan di indonesia buat cari kerja susah gajinya minim.apalagi buat aku yang berpendidikan rendah dan sudah menikah sudah berumur.kerja di luar negeri gaji 1 bulan kalau kerja di indonesia kerja 6bln 🤣🤣.kabur saja dulu demi kehidupanku masa depan anakku yang layak
MIo4tGN11j0,"Ilmu pendidikan formal yg y begini hasilnya, merasa bisa memperbaiki keadaan, bahkan mahkluk, mengerikan ilmu2 formal begini, mereka hanya merasa bisa padahal faktanya yg merusak peradaban ialah orang2 yg berilmu (ilmu pendidikan formal) Indonesia sekarang adalah hasil produk pendidikan formal","ilmu pendidikan formal yang y begini hasilnya, merasa bisa memperbaiki keadaan, bahkan mahkluk, mengerikan ilmu2 formal begini, mereka hanya merasa bisa padahal faktanya yang merusak peradaban ialah orang2 yang berilmu (ilmu pendidikan formal) indonesia sekarang adalah hasil produk pendidikan formal"
MIo4tGN11j0,"Gw yakin hal2 hebat yang kalian lakukan yang tulus untuk Indonesia, meskipun nggak akan membuat perubahan banyak , tapi dari perubahan2 kecil,  yang orang2 tonton disini akan jadi perubahan hebat nanti nya.  Gw ngga akan kabur, meskipun diindo memang sesulit ini. Salut bgt, meski taruhannya nyawa, kalian mempertaruhkan untuk banyak orang.  Semoga Allah SWT selalu melindungi orang2 baik🤲🤲🤲","saya yakin hal2 hebat yang kalian lakukan yang tulus untuk indonesia, meskipun tidak akan membuat perubahan banyak , tapi dari perubahan2 kecil, yang orang2 tonton disini akan jadi perubahan hebat nanti nya. saya tidak akan kabur, meskipun diindo memang sesulit ini. salut bgt, meski taruhannya nyawa, kalian mempertaruhkan untuk banyak orang. semoga allah swt selalu melindungi orang2 baik🤲🤲🤲"
MIo4tGN11j0,"Bang Raymond LEBIH PANTAS DAN LEBIH LAYAK MENJADI WAKIL PRESIDEN REPUBLIK INDONESIA daripada anaknya pak jkw. Anda itu cerdas, Bang. Udah cerdas, good looking pula. 😁👍👍👍","bang raymond lebih pantas dan lebih layak menjadi wakil presiden republik indonesia daripada anaknya pak jkw. anda itu cerdas, bang. sudah cerdas, good looking pula. 😁👍👍👍"
MIo4tGN11j0,Kedaulatan tertinggi di tangan rakyat Indonesia dr Sabang sampai Merauke !!!!!!!!!   Salam golput abadi,kedaulatan tertinggi di tangan rakyat indonesia dari sabang sampai merauke !!!!!!!!! salam golput abadi
MIo4tGN11j0,"Setuju. Inti akar masalahnya di keadilan yang penegakannya samgat kurang di negeri ini, yang mana sebelumnya udah jadi akar masalah bertahun tahun. Thank Raymond dan Ust Felix udah diskusi soal ini. Semoga semakin banyak influencer2 yang speak up soal ini yang nantinya bikin pemerintah BENAR BENAR berbenah diri. Saya salah satu orang yang kabur aja dulu dari 2023. Sebetulnya bukannya gak bisa bekerja di Indonesia, tetapi saya merasa ruang gerak saya untuk maju terbatas karena banyaknya corrupt system di negeri ini dan membuat saya bahkan dari jaman sekolah memang udah memikirkan buat kabur aja dulu supaya mengeksplor lebih banyak hal..  Tapi semoga kedepannya Indonesia semakin baik dan hukum beneran ditegakkan seadil2nya dan pro ke kepentingan rakyat..","setuju. inti akar masalahnya di keadilan yang penegakannya samgat kurang di negeri ini, yang mana sebelumnya sudah jadi akar masalah bertahun tahun. thank raymond dan ust felix sudah diskusi soal ini. semoga semakin banyak influencer2 yang speak up soal ini yang nantinya bikin pemerintah benar benar berbenah diri. saya salah satu orang yang kabur saja dulu dari 2023. sebetulnya bukannya tidak bisa bekerja di indonesia, tetapi saya merasa ruang gerak saya untuk maju terbatas karena banyaknya corrupt system di negeri ini dan membuat saya bahkan dari jaman sekolah memang sudah memikirkan buat kabur saja dulu supaya mengeksplor lebih banyak hal.. tapi semoga kedepannya indonesia semakin baik dan hukum beneran ditegakkan seadil2nya dan pro ke kepentingan rakyat.."
MIo4tGN11j0,"Islam adalah agama paripurna, dan soalan politik pun sudah diatur di sana. Tentunya politik untuk meriayah umat, bukan malah sebaliknya.. Saatnya umat kembali pada fitrahnya, hidup dalam tatanan aturan yang bukan hanya berorientasi pada duniawi semata, namun juga ukhrawi.. Yukk, ngaji Islam kaffah biar nggak salah kaprah dan salah arah 😉☺️","islam adalah agama paripurna, dan soalan politik pun sudah diatur di sana. tentunya politik untuk meriayah umat, bukan malah sebaliknya.. saatnya umat kembali pada fitrahnya, hidup dalam tatanan aturan yang bukan hanya berorientasi pada duniawi semata, namun juga ukhrawi.. yukk, ngaji islam kaffah biar tidak salah kaprah dan salah arah 😉☺️"
MIo4tGN11j0,Bagi yang punya modal  ✔️ kabur aja dulu Bagi yang gk punya modal ❌ misuh aja dulu  😂😅,bagi yang punya modal ✔️ kabur saja dulu bagi yang tidak punya modal ❌ misuh saja dulu 😂😅
MIo4tGN11j0,"Nyatanya dari dulu orang indonesia sangat banyak kerja di luar negri,karna kerja di indonesia khususnya kaum menengah ke bawah sangat sulit  punya sisa buat nabung dari hasil kerja","nyatanya dari dulu orang indonesia sangat banyak kerja di luar negri,karna kerja di indonesia khususnya kaum menengah ke bawah sangat sulit punya sisa buat nabung dari hasil kerja"
MIo4tGN11j0,"Ingat kata2mu pak prabowo anda pernah bilang Indonesia bubar th 2030, sekarang anda pemimpin negeri ini, gejala Indonesia bubar sdh terlihat= korupsi dimana mana, PHK dimana mana, Indonesia gelap sudah mulai ke arah Indonesia bubar 2030","ingat kata2mu pak prabowo anda pernah bilang indonesia bubar tahun 2030, sekarang anda pemimpin negeri ini, gejala indonesia bubar sudah terlihat= korupsi dimana mana, phk dimana mana, indonesia gelap sudah mulai ke arah indonesia bubar 2030"
MIo4tGN11j0,"Memang Secara Fakta banyak orang sudah tahu, dan itu sudah dimulai dari zaman SBY, kalau hukum di indonesia itu lemah.  Hukum hanya membela yg bayar, dan sebagai alat politik. Tumpul ke orang kaya, kotuptor, pejabat tapi tajam ke rakyat kecil dan orang miskin.  Tapi anda bung remond hanya berani menyindir, indonesia gelap..emang pejabat dan koruptor dengan disindir sudah bisa sadar.  Kita rakyat kecil butuh generator utk membasmi para pejabat nakal dan koruptor, tidak usah banyak ngomong, jika ada hukum yg tidak berkeadilan langsung aja koordinasi kan demo besar2an. Misalnya nih..  1. Kasus Sambo memang viral, tapi awalnya vonis mati dan dirubah vonis seumur hidup ya pada diam. Dimana kamu bung remond yg kritis, dimana mahasiswa yg kritis.. Padahal kasus sambo itu bisa menyeret konsorsium judol yg melibatkan banyak jendral.. Kenapa kalian bisu semua, kenapa mahasiswa bisanya hanya menyalahkan presiden yg belum ketemu kasus korupsi dan kejahatannya..yg nyata2 sudah diadili dan tidak adil pada diam saja..siallll.  Tahu gak kasus sambo yg didiamkan akan memicu kejahatan selanjutnya, penjara seumur hidup diindinesia sama dengan kebebasan seumur hidup.. Penjara adalah milik para pejabat dan borjuis, dan bukan rahasia umum bahwa statusnya dipenjara tapi bisa keluyuran ke mana2.  2. Kasus novi setyanto Ketua DPR korup..apa yg dilakukan mahasiswa? Apakah demo besar2an? Demo besar 2an saya lihat hanya di kasus ahok yg terkesan dipolitisir.   3. Undang2 perampasan aset tidak  disahkan.  Apakah ada demo besar2an... Siall.. Kampret.. Gak ada..beraninya cuma ngomong indonesia gelap.. Tapi kejahatan dan ketidak adilan dibiarkan saja..  IBARAT KASARNYA NIH..: bung remond dan mahasiswa kritis: kalau ada maling didepan mata hanya melihat dan tidak berani nagkap atau gebukin, tapi jika malingnya udah lari.. Baru teriak... Malaing... Maling... Maling... Sialll..apa ada semua mau jadi pemuda2 lemah dalam cerita sejarah indonesia..  Saya belum subcribe karena, saya belum percaya dengan generasi muda saat ini.. Nyalinya ciut dan cengeng.. Beranianya cuma teriak2 aja..","memang secara fakta banyak orang sudah tahu, dan itu sudah dimulai dari zaman sby, kalau hukum di indonesia itu lemah. hukum hanya membela yang bayar, dan sebagai alat politik. tumpul ke orang kaya, kotuptor, pejabat tapi tajam ke rakyat kecil dan orang miskin. tapi anda bung remond hanya berani menyindir, indonesia gelap..emang pejabat dan koruptor dengan disindir sudah bisa sadar. kita rakyat kecil butuh generator untuk membasmi para pejabat nakal dan koruptor, tidak usah banyak ngomong, jika ada hukum yang tidak berkeadilan langsung saja koordinasi kan demo besar2an. misalnya nih.. 1. kasus sambo memang viral, tapi awalnya vonis mati dan dirubah vonis seumur hidup ya pada diam. dimana kamu bung remond yang kritis, dimana mahasiswa yang kritis.. padahal kasus sambo itu bisa menyeret konsorsium judol yang melibatkan banyak jendral.. kenapa kalian bisu semua, kenapa mahasiswa bisanya hanya menyalahkan presiden yang belum ketemu kasus korupsi dan kejahatannya..yg nyata2 sudah diadili dan tidak adil pada diam saja..siallll. tahu tidak kasus sambo yang didiamkan akan memicu kejahatan selanjutnya, penjara seumur hidup diindinesia sama dengan kebebasan seumur hidup.. penjara adalah milik para pejabat dan borjuis, dan bukan rahasia umum bahwa statusnya dipenjara tapi bisa keluyuran ke mana2. 2. kasus novi setyanto ketua dpr korup..apa yang dilakukan mahasiswa? apakah demo besar2an? demo besar 2an saya lihat hanya di kasus ahok yang terkesan dipolitisir. 3. undang2 perampasan aset tidak disahkan. apakah ada demo besar2an... siall.. kampret.. tidak ada..beraninya cuma ngomong indonesia gelap.. tapi kejahatan dan ketidak adilan dibiarkan saja.. ibarat kasarnya nih..: bung remond dan mahasiswa kritis: kalau ada maling didepan mata hanya melihat dan tidak berani nagkap atau gebukin, tapi jika malingnya sudah lari.. baru teriak... malaing... maling... maling... sialll..apa ada semua mau jadi pemuda2 lemah dalam cerita sejarah indonesia.. saya belum subcribe karena, saya belum percaya dengan generasi muda saat ini.. nyalinya ciut dan cengeng.. beranianya cuma teriak2 aja.."
MIo4tGN11j0,"Bung raymond ini ingin mencerdaskan orang indonesia dan mayoritas mudah teroengaruh, saran saya dan sekalian diperbaiki: 1. Pakai bahasa sederhana.  2. Speed video dan tampilan gambar terlalu cepat, tempo bicara juga terlalu cepat.  3. Menjelaskan gambar harus rinci penjelasannya.  Untuk menjadi guru yg bicaranya mudah dipahami oleh semua tingkat strata pendidikan harus mengukuti tempo minimal sedang.  Tempo anda terlalu cepat, memang video itu bisa diperlambat, tapi kadang untuk menarik perhatian subcriber baru, harus tekesan gampang dipahami diawal, dan kalau sudah paham akan menonoton semua video anda..","bung raymond ini ingin mencerdaskan orang indonesia dan mayoritas mudah teroengaruh, saran saya dan sekalian diperbaiki: 1. pakai bahasa sederhana. 2. speed video dan tampilan gambar terlalu cepat, tempo bicara juga terlalu cepat. 3. menjelaskan gambar harus rinci penjelasannya. untuk menjadi guru yang bicaranya mudah dipahami oleh semua tingkat strata pendidikan harus mengukuti tempo minimal sedang. tempo anda terlalu cepat, memang video itu bisa diperlambat, tapi kadang untuk menarik perhatian subcriber baru, harus tekesan gampang dipahami diawal, dan kalau sudah paham akan menonoton semua video anda.."
MIo4tGN11j0,Orang yg kerja di luar negeri kan menyumbang devisa negara juga jadi letak ga Nasionalisnya dimana?,orang yang kerja di luar negeri kan menyumbang devisa negara juga jadi letak tidak nasionalisnya dimana?
MIo4tGN11j0,Sebaiknya jangan kabur dulu. Lawan aja dulu. Karena jumlahnya yg tak puas kan sebetulnya banyak. Maka LAWAN AJA DULU.,sebaiknya jangan kabur dulu. lawan saja dulu. karena jumlahnya yang tak puas kan sebetulnya banyak. maka lawan saja dulu.
MIo4tGN11j0,"Orang pintar (1)  kalah sama orang yg memiliki (2) uang, koneksi kedalam, dan muka tembok., lihat saja hasil test PTN, CPNS dll. Mereka yg secara akademis memiliki potensi terbaik justru kalah sama orang² dipoint kedua. Org pintar disingkirkan dg berbagai alasan yg bahkan sgt tdk logis dan sangat² deskriminatif misalnya saja TB kurang 0.5 cm, sekalipun lu pintar dan potensial akan ttp disingkirkan. Jadilah negara ini dipimpin oleh mereka yg memiliki IPK rendah atau bahkan dari kampus mana ia memperoleh ijazahnya saja patut dipertanyakan 😂","orang pintar (1) kalah sama orang yang memiliki (2) uang, koneksi kedalam, dan muka tembok., lihat saja hasil test ptn, cpns dll. mereka yang secara akademis memiliki potensi terbaik justru kalah sama orang² dipoint kedua. orang pintar disingkirkan dengan berbagai alasan yang bahkan sangat tidak logis dan sangat² deskriminatif misalnya saja tb kurang 0.5 cm, sekalipun kamu pintar dan potensial akan tetap disingkirkan. jadilah negara ini dipimpin oleh mereka yang memiliki ipk rendah atau bahkan dari kampus mana ia memperoleh ijazahnya saja patut dipertanyakan 😂"
MIo4tGN11j0,"Di indo pungli dimana 2, semrawut 😢","di indo pungli dimana 2, semrawut 😢"
MIo4tGN11j0,Seandainya di Indonesia ini di kontrol sosial medianya mana yg edukasi yg bisa merubah mensetnya ketimbang tontonan orang gak but tidak ada ide atau mengedukasi,seandainya di indonesia ini di kontrol sosial medianya mana yang edukasi yang bisa merubah mensetnya ketimbang tontonan orang tidak but tidak ada ide atau mengedukasi
MIo4tGN11j0,Benar sekali inti masalah Indonesia adalah tidak adanya kepastian keadilan di semua aspek kehidupan,benar sekali inti masalah indonesia adalah tidak adanya kepastian keadilan di semua aspek kehidupan
MIo4tGN11j0,Kalau hukum tidak berjln semestinya hukum semua gk akan berubah .benar kata ustadz keadilan klu itu belum terjadi maka akan selamanya indonesia begini2 aja mungkin tambah buruk,kalau hukum tidak berjln semestinya hukum semua tidak akan berubah .benar kata ustadz keadilan kalau itu belum terjadi maka akan selamanya indonesia begini2 saja mungkin tambah buruk
MIo4tGN11j0,"Semoga Allah melindungi generasi muda dan rakyat Indonesia dan muslimin muslimat di seluruh dunia dari kesulitan, semakin gelap   akan datangnya fajar kebangkitan Islam agar semua sejahtera  InsyaAllah Alhamdulillah Aamiin Allohumma Aamiin ❤","semoga allah melindungi generasi muda dan rakyat indonesia dan muslimin muslimat di seluruh dunia dari kesulitan, semakin gelap akan datangnya fajar kebangkitan islam agar semua sejahtera insyaallah alhamdulillah aamiin allohumma aamiin ❤"
MIo4tGN11j0,"Pernahkah mendengar fenomena Tan Malaka? Kabur aja dulu..berjuang di negeri manca, tragis.. pulang"" tewas di negeri yg diperjuangkn utk kemerdekaan dr penjajahan. Tewas ditembak mati oleh tentara republik..bukan belanda","pernahkah mendengar fenomena tan malaka? kabur saja dulu..berjuang di negeri manca, tragis.. pulang"" tewas di negeri yang diperjuangkn untuk kemerdekaan dari penjajahan. tewas ditembak mati oleh tentara republik..bukan belanda"
MIo4tGN11j0,Mau kabur kemana..? Singapura-kah atau ke Beijing minta *suaka politik*..,mau kabur kemana..? singapura-kah atau ke beijing minta *suaka politik*..
MIo4tGN11j0,"Anime Chi banget si.. Gak takut mati, tapi takut mati sia2","anime chi banget si.. tidak takut mati, tapi takut mati sia2"
MIo4tGN11j0,"Enak banget ya liat komenan disini, penuh dengan orang-orang yg melek politik dan juga keliatan teredukasi. Gue ngomen di ig yt postingan ny 3 pilar sby, Jokowi, Prabowo lagi nyanyi bareng. Terus gue bilang wah lihatlah ekspresi kebahagiaan yang ditunjukkan orang-orang di video ini sungguh berbeda sekali dengan apa yang gue liat di masyarakatnya. Behh langsung disangka buzzer😂 disuruh kerja lah, makannya kerja. Lah dikira kerjaan gue cuman ngetik sambil rebahan doang apa. Gue sadar dah sekacau itu pola pikir mereka, mereka semua ngiranya idup mereka baik-baik aja dan Indonesia dari dulu baik-baik aja🔥🔥🔥","enak banget ya lihat komenan disini, penuh dengan orang-orang yang melek politik dan juga keliatan teredukasi. saya ngomen di instagram yt postingan nya 3 pilar sby, jokowi, prabowo lagi nyanyi bareng. terus saya bilang wah lihatlah ekspresi kebahagiaan yang ditunjukkan orang-orang di video ini sungguh berbeda sekali dengan apa yang saya lihat di masyarakatnya. behh langsung disangka buzzer😂 di suruh kerja lah, makanya kerja. lah dikira kerjaan saya hanya mengetik sambil rebahan saja apa. saya sadar sudah sekacau itu pola pikir mereka, mereka semua ngiranya hidup mereka baik-baik saja dan indonesia dari dulu baik-baik aja🔥🔥🔥"
MIo4tGN11j0,Aku klau misal kenegara arab atau mlysia mau,aku kalau misal kenegara arab atau mlysia mau
